제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 
서귀포시,대륜동,농축수산품,여,50대,14434000,67
서귀포시,대륜동,농축수산품,남,50대,15119000,72
서귀포시,대륜동,농축수산품,여,40대,7609500,41
서귀포시,남원읍,농축수산품,남,50대,7092500,40
서귀포시,대륜동,농축수산품,남,40대,9098500,59
제주시,연동,스포츠레져용품,남,50대,10267600,71
서귀포시,예래동,농축수산품,남,50대,4125000,30
제주시,연동,스포츠레져용품,여,40대,7412800,55
제주시,연동,스포츠레져용품,여,30대,11925400,95
서귀포시,남원읍,골프 용품,남,50대,1727400,14
제주시,연동,악세 사리,남,50대,1197800,10
제주시,이도2동,스포츠레져용품,여,30대,1177000,10
제주시,삼도2동,농축수산품,남,50대,1741000,15
제주시,연동,스포츠레져용품,남,30대,14132700,122
제주시,용담2동,의원,남,40대,1273970,11
제주시,노형동,스포츠레져용품,남,50대,1363200,12
제주시,이도2동,스포츠레져용품,남,40대,1574500,14
제주시,연동,스포츠레져용품,남,40대,11930300,109
제주시,연동,스포츠레져용품,여,50대,5034200,46
제주시,노형동,안경,남,40대,1175000,11
제주시,이도2동,스포츠레져용품,남,30대,2232500,21
제주시,이도2동,스포츠레져용품,남,50대,1060000,10
제주시,연동,의원,여,50대,3348200,32
제주시,삼도2동,스포츠레져용품,남,50대,3209500,31
서귀포시,대륜동,농축수산품,남,30대,6990000,68
제주시,연동,정장(여성),남,30대,4477100,44
제주시,연동,농축수산품,남,40대,4167700,42
제주시,삼도2동,정장(여성),여,50대,1974700,20
제주시,삼도2동,의원,남,40대,1380100,14
제주시,삼도2동,농축수산품,남,40대,1966000,20
제주시,삼도2동,의원,여,20대,1367500,14
제주시,노형동,스포츠레져용품,남,30대,1362500,14
제주시,이도2동,안경,남,30대,1736000,18
제주시,노형동,스포츠레져용품,남,40대,2010800,21
서귀포시,예래동,농축수산품,남,30대,7605900,80
제주시,이도2동,정장(여성),여,30대,4071200,43
제주시,연동,농축수산품,남,50대,4813300,51
제주시,연동,정장(여성),여,50대,2629300,28
제주시,삼도2동,스포츠레져용품,여,50대,1217400,13
제주시,연동,정장(여성),남,40대,1684800,18
제주시,삼도2동,농축수산품,남,30대,1306000,14
제주시,이도2동,농축수산품,남,50대,18255120,197
서귀포시,남원읍,농축수산품,여,50대,2122900,23
제주시,연동,농축수산품,여,20대,1013000,11
제주시,연동,스포츠레져용품,남,20대,4747700,52
제주시,삼도2동,악세 사리,남,40대,995200,11
서귀포시,예래동,농축수산품,여,40대,1969800,22
제주시,연동,스포츠레져용품,여,20대,7965600,89
제주시,노형동,농축수산품,남,50대,4441700,50
제주시,애월읍,골프 용품,남,50대,963600,11
제주시,삼도2동,스포츠레져용품,남,20대,1648400,19
제주시,삼도2동,농축수산품,여,50대,2069000,24
제주시,이도2동,농축수산품,여,50대,12952450,153
제주시,연동,기념품 점,남,40대,2537000,31
제주시,연동,악세 사리,여,50대,1470700,18
제주시,노형동,농축수산품,여,50대,2265500,28
제주시,노형동,정장(여성),여,30대,1920300,24
제주시,이도2동,정장(여성),여,40대,799600,10
제주시,연동,안경,여,30대,1348000,17
제주시,연동,정장(여성),여,40대,3285800,42
제주시,연동,농축수산품,여,40대,1970800,26
제주시,노형동,정장(여성),여,40대,1875500,25
제주시,연동,농축수산품,남,30대,2461880,33
제주시,용담2동,농축수산품,남,50대,37369134,502
제주시,노형동,기념품 점,남,50대,893000,12
제주시,삼도2동,스포츠레져용품,여,40대,2227100,30
제주시,삼도2동,악세 사리,여,40대,1324600,18
제주시,연동,악세 사리,남,40대,734000,10
서귀포시,대륜동,농축수산품,여,30대,4324500,59
제주시,이도2동,정장(여성),남,20대,1366000,19
제주시,삼도2동,정장(여성),남,50대,917600,13
서귀포시,성산읍,농축수산품,남,40대,9695200,138
서귀포시,성산읍,농축수산품,남,50대,6585000,94
서귀포시,남원읍,농축수산품,여,40대,5719200,82
서귀포시,예래동,농축수산품,남,40대,4349450,63
제주시,이도2동,안경,여,30대,1235000,18
제주시,연동,정장(여성),여,30대,6137500,90
제주시,연동,악세 사리,여,20대,1224800,18
제주시,용담2동,농축수산품,여,50대,28970620,428
제주시,삼도2동,정장(여성),여,30대,3313800,49
서귀포시,예래동,농축수산품,여,30대,5747300,87
서귀포시,대륜동,농축수산품,남,20대,726500,11
제주시,삼도2동,정장(여성),남,30대,2044100,31
서귀포시,남원읍,농축수산품,남,40대,6393903,99
서귀포시,성산읍,농축수산품,여,40대,6581500,102
제주시,삼도2동,스포츠레져용품,남,30대,2997900,47
제주시,연동,의원,여,30대,6241880,98
제주시,노형동,정장(여성),남,40대,633400,10
제주시,연동,농축수산품,여,50대,2215240,35
서귀포시,대륜동,농축수산품,여,20대,1825000,29
서귀포시,예래동,농축수산품,여,50대,940400,15
제주시,애월읍,농축수산품,여,50대,3193800,51
제주시,삼도2동,정장(여성),여,40대,1801000,29
제주시,노형동,기타음료식품,여,50대,2044650,33
제주시,삼도2동,스포츠레져용품,남,40대,2408500,39
제주시,연동,정장(여성),남,20대,2074300,34
제주시,이도2동,정장(여성),남,30대,789600,13
제주시,삼도2동,정장(여성),남,20대,1031900,17
제주시,삼도2동,스포츠레져용품,여,30대,3149900,52
제주시,용담2동,농축수산품,남,40대,23352640,387
제주시,삼도2동,농축수산품,여,40대,1206000,20
서귀포시,성산읍,농축수산품,남,30대,13072600,217
서귀포시,성산읍,농축수산품,여,50대,4315500,73
제주시,이도2동,농축수산품,남,40대,10446260,178
제주시,삼도2동,정장(여성),남,40대,988400,17
제주시,애월읍,스포츠레져용품,남,30대,869200,15
제주시,삼도2동,정장(여성),여,20대,2755000,49
제주시,용담2동,농축수산품,여,40대,18385930,328
제주시,노형동,기념품 점,여,50대,672000,12
제주시,삼도2동,농축수산품,여,30대,1286500,23
제주시,연동,농축수산품,여,30대,2289000,41
제주시,연동,악세 사리,여,30대,1604400,29
제주시,용담2동,농축수산품,남,30대,19395180,353
제주시,노형동,농축수산품,남,30대,1977400,36
서귀포시,남원읍,농축수산품,여,30대,5859700,107
제주시,연동,정장(여성),여,20대,4018800,74
제주시,용담2동,스포츠레져용품,남,30대,644700,12
제주시,노형동,농축수산품,여,30대,1394400,26
제주시,삼도2동,안경,남,30대,535000,10
제주시,이도2동,농축수산품,남,30대,6097330,114
서귀포시,예래동,농축수산품,남,20대,840500,16
제주시,용담2동,농축수산품,여,30대,22811390,435
제주시,이도2동,농축수산품,여,40대,8366370,160
제주시,애월읍,농축수산품,남,40대,3032000,58
제주시,연동,정장(여성),남,50대,520800,10
제주시,노형동,농축수산품,남,40대,2783400,54
서귀포시,성산읍,스포츠레져용품,남,30대,768100,15
서귀포시,성산읍,정장(여성),여,40대,553000,11
제주시,이도2동,슈퍼 마켓,여,50대,14461850,288
서귀포시,남원읍,농축수산품,여,20대,1040300,21
제주시,애월읍,농축수산품,남,50대,2813500,57
제주시,노형동,기념품 점,남,30대,3907200,80
서귀포시,성산읍,농축수산품,여,30대,12859100,265
제주시,연동,기념품 점,남,50대,1902000,40
제주시,노형동,농축수산품,여,40대,1845500,39
제주시,노형동,안경,여,30대,757000,16
서귀포시,대륜동,안경,남,30대,516000,11
제주시,노형동,기념품 점,남,40대,1989800,43
제주시,이도2동,의원,남,20대,1156400,25
제주시,이도2동,정장(여성),여,20대,2445000,54
제주시,연동,신   발,여,20대,856900,19
제주시,이도2동,안경,여,20대,1168000,26
제주시,연동,기념품 점,여,40대,935840,21
제주시,연동,기념품 점,여,50대,843500,19
제주시,이도2동,농축수산품,여,30대,4333510,98
서귀포시,남원읍,농축수산품,남,30대,4941300,112
제주시,연동,신   발,여,30대,520800,12
제주시,연동,의원,여,40대,1732260,40
제주시,노형동,기념품 점,남,20대,1422700,33
제주시,삼도2동,스포츠레져용품,여,20대,1508000,35
서귀포시,예래동,스포츠레져용품,남,50대,1109100,26
서귀포시,예래동,기념품 점,여,40대,894500,21
서귀포시,성산읍,농축수산품,여,20대,4620700,109
서귀포시,성산읍,정장(여성),여,30대,1214100,29
서귀포시,남원읍,농축수산품,남,20대,622300,15
제주시,연동,기념품 점,남,30대,3640500,88
서귀포시,성산읍,농축수산품,남,20대,1805000,44
제주시,용담2동,농축수산품,여,20대,7829350,195
제주시,이도2동,악세 사리,여,30대,1566000,40
제주시,삼도2동,악세 사리,여,30대,1017900,26
제주시,이도2동,농축수산품,남,20대,1983010,51
서귀포시,예래동,농축수산품,여,20대,1162600,30
제주시,연동,악세 사리,남,30대,384400,10
제주시,용담2동,기념품 점,남,50대,23984500,624
서귀포시,성산읍,스포츠레져용품,남,50대,651000,17
제주시,노형동,기념품 점,여,40대,1208600,32
제주시,용담2동,기념품 점,여,50대,17599500,477
제주시,노형동,의원,여,30대,7411950,204
서귀포시,예래동,기념품 점,남,40대,1990300,55
제주시,이도2동,슈퍼 마켓,여,40대,16837800,471
제주시,용담2동,농축수산품,남,20대,3251140,94
서귀포시,예래동,스포츠레져용품,남,40대,413600,12
제주시,노형동,기념품 점,여,30대,2512600,73
제주시,애월읍,농축수산품,여,40대,1606500,47
제주시,연동,의원,남,50대,951570,28
제주시,노형동,농축수산품,여,20대,338400,10
제주시,노형동,기념품 점,여,20대,2064200,61
제주시,이도2동,의원,남,50대,1588900,47
제주시,이도2동,농축수산품,여,20대,1760400,53
제주시,연동,악세 사리,남,20대,330800,10
제주시,연동,안경,여,20대,890000,27
제주시,노형동,의원,여,40대,3160741,97
제주시,이도2동,악세 사리,여,20대,1365500,42
제주시,애월읍,스포츠레져용품,남,40대,389000,12
제주시,연동,기념품 점,여,30대,2236000,69
서귀포시,남원읍,스포츠레져용품,남,40대,485700,15
제주시,노형동,정장(여성),여,20대,548800,17
제주시,용담2동,기념품 점,여,40대,20607000,642
서귀포시,예래동,스포츠레져용품,여,50대,449000,14
제주시,용담2동,의원,여,40대,445700,14
제주시,용담2동,기념품 점,남,40대,29207200,924
제주시,이도2동,악세 사리,남,30대,472000,15
서귀포시,성산읍,스포츠레져용품,남,40대,435000,14
제주시,이도2동,슈퍼 마켓,남,30대,28828070,931
서귀포시,성산읍,기념품 점,남,50대,1719800,57
제주시,노형동,의원,여,50대,1565300,52
제주시,노형동,의원,여,20대,2708950,90
제주시,노형동,기타음료식품,남,50대,1283630,43
제주시,연동,기념품 점,여,20대,2263000,76
제주시,연동,악세 사리,여,40대,443700,15
서귀포시,예래동,기타음료식품,남,50대,1152300,39
제주시,이도2동,슈퍼 마켓,남,50대,13259510,450
서귀포시,대륜동,안경,여,30대,294000,10
제주시,노형동,의원,남,50대,2178700,76
제주시,이도2동,슈퍼 마켓,남,40대,25274710,888
서귀포시,대륜동,기타음료식품,남,50대,280700,10
제주시,용담2동,기념품 점,남,30대,32789600,1169
서귀포시,남원읍,약국,남,40대,558200,20
제주시,이도2동,의원,여,30대,3062780,111
제주시,용담2동,기념품 점,여,30대,39275901,1431
제주시,노형동,기타음료식품,남,40대,1070090,39
제주시,용담2동,의원,여,30대,321900,12
서귀포시,예래동,기념품 점,여,30대,1206300,45
제주시,노형동,기타음료식품,여,40대,1124370,42
제주시,이도2동,의원,남,30대,2622900,98
서귀포시,예래동,기념품 점,남,30대,1485300,56
제주시,연동,기념품 점,남,20대,1220000,46
서귀포시,대륜동,슈퍼 마켓,남,50대,1334020,51
제주시,용담2동,기념품 점,남,20대,9902500,379
제주시,노형동,농축수산품,남,20대,365000,14
서귀포시,성산읍,기타음료식품,여,40대,906300,35
서귀포시,성산읍,스넥,남,50대,614000,24
제주시,노형동,슈퍼 마켓,여,50대,6392730,252
제주시,용담2동,기념품 점,여,20대,21303000,847
서귀포시,성산읍,슈퍼 마켓,여,50대,3692100,148
제주시,삼도2동,농축수산품,여,20대,646200,26
서귀포시,성산읍,기념품 점,여,50대,1563700,63
제주시,애월읍,스넥,남,50대,2093900,85
제주시,이도2동,악세 사리,남,20대,319000,13
서귀포시,예래동,스넥,남,50대,1896310,78
제주시,이도2동,슈퍼 마켓,여,30대,17912220,755
서귀포시,성산읍,기념품 점,남,40대,7730500,326
서귀포시,대륜동,기타음료식품,남,40대,923500,39
제주시,이도2동,기타음료식품,여,30대,755700,32
제주시,노형동,슈퍼 마켓,남,50대,11262980,478
서귀포시,성산읍,스넥,남,40대,1224500,52
제주시,연동,의원,여,20대,918000,39
제주시,애월읍,스넥,여,50대,1595510,68
제주시,연동,슈퍼 마켓,여,50대,5975950,255
제주시,애월읍,농축수산품,여,30대,5277000,226
서귀포시,남원읍,슈퍼 마켓,여,50대,675870,29
서귀포시,남원읍,기념품 점,여,30대,230000,10
제주시,용담2동,슈퍼 마켓,여,50대,2853960,125
제주시,노형동,기타음료식품,남,30대,1391990,61
제주시,연동,기타음료식품,남,50대,409150,18
제주시,노형동,슈퍼 마켓,여,40대,10385560,458
서귀포시,성산읍,스넥,여,50대,271500,12
제주시,노형동,의원,남,30대,4371760,194
제주시,연동,의원,남,40대,966400,43
제주시,연동,기타음료식품,여,40대,515700,23
서귀포시,성산읍,기타음료식품,남,50대,515300,23
서귀포시,성산읍,기념품 점,여,40대,4449600,199
제주시,노형동,기타음료식품,여,30대,734120,33
제주시,연동,약국,여,50대,858810,39
제주시,애월읍,슈퍼 마켓,남,40대,10238660,465
서귀포시,예래동,기타음료식품,여,50대,547900,25
서귀포시,남원읍,기념품 점,남,30대,283000,13
제주시,연동,슈퍼 마켓,여,40대,10834650,502
제주시,애월읍,농축수산품,남,30대,3190100,148
서귀포시,성산읍,기념품 점,여,30대,8454600,397
서귀포시,성산읍,기념품 점,남,20대,1172900,56
서귀포시,성산읍,기념품 점,남,30대,9685200,464
서귀포시,남원읍,슈퍼 마켓,남,50대,1243050,60
제주시,삼도2동,약국,여,40대,268940,13
제주시,연동,스넥,남,50대,1359400,66
제주시,용담2동,슈퍼 마켓,남,50대,2486030,121
서귀포시,예래동,기타음료식품,여,40대,2340700,114
제주시,삼도2동,악세 사리,여,20대,850100,42
제주시,애월읍,스넥,남,40대,5213800,260
제주시,이도2동,약국,남,50대,1624050,81
제주시,애월읍,슈퍼 마켓,여,40대,4712970,236
제주시,노형동,슈퍼 마켓,여,30대,9965950,500
제주시,노형동,약국,남,50대,1926130,97
서귀포시,대륜동,기타음료식품,여,40대,256500,13
제주시,노형동,약국,여,50대,1098900,56
제주시,연동,의원,남,30대,1094860,56
제주시,애월읍,슈퍼 마켓,남,50대,4723820,243
제주시,노형동,기타음료식품,여,20대,539720,28
제주시,연동,슈퍼 마켓,남,50대,10042680,524
제주시,애월읍,농축수산품,남,20대,456500,24
서귀포시,예래동,스넥,남,40대,3286400,173
제주시,노형동,슈퍼 마켓,남,40대,13962660,740
서귀포시,성산읍,기념품 점,여,20대,2352500,125
제주시,이도2동,슈퍼 마켓,남,20대,4341850,231
제주시,연동,기타음료식품,여,50대,225000,12
제주시,애월읍,스넥,여,40대,3578900,191
제주시,용담2동,슈퍼 마켓,여,40대,2844410,152
서귀포시,대륜동,슈퍼 마켓,남,40대,1494090,80
제주시,연동,기타음료식품,여,30대,428000,23
서귀포시,예래동,슈퍼 마켓,여,50대,333950,18
제주시,노형동,의원,남,20대,1139900,62
제주시,애월읍,농축수산품,여,20대,1633800,89
제주시,애월읍,약국,남,50대,257000,14
제주시,연동,스넥,남,40대,3028800,165
제주시,노형동,슈퍼 마켓,남,30대,11693720,638
제주시,노형동,의원,남,40대,3039772,166
제주시,애월읍,슈퍼 마켓,여,30대,6766880,370
서귀포시,성산읍,기타음료식품,여,30대,928600,51
서귀포시,예래동,기타음료식품,남,40대,2066300,114
제주시,삼도2동,약국,남,40대,289300,16
제주시,애월읍,슈퍼 마켓,여,50대,2002790,111
서귀포시,예래동,슈퍼 마켓,남,50대,649280,36
서귀포시,성산읍,슈퍼 마켓,남,50대,6234620,346
서귀포시,성산읍,슈퍼 마켓,여,40대,3599150,200
제주시,이도2동,의원,여,40대,1089900,61
서귀포시,대륜동,기타음료식품,남,30대,517900,29
서귀포시,성산읍,슈퍼 마켓,남,40대,7194660,404
제주시,용담2동,슈퍼 마켓,여,30대,2741120,155
서귀포시,예래동,스넥,여,50대,917510,52
제주시,애월읍,스넥,남,20대,3062700,174
제주시,애월읍,슈퍼 마켓,여,20대,2634000,150
제주시,연동,스넥,여,50대,1070000,61
서귀포시,성산읍,스넥,여,40대,489900,28
서귀포시,남원읍,슈퍼 마켓,남,40대,1999390,115
제주시,삼도2동,의원,여,30대,173800,10
제주시,연동,기타음료식품,남,40대,660400,38
제주시,용담2동,스넥,남,50대,293300,17
서귀포시,대륜동,기타음료식품,여,30대,447900,26
서귀포시,예래동,스넥,여,30대,3948130,233
제주시,연동,의원,남,20대,169300,10
서귀포시,성산읍,스넥,남,20대,673500,40
제주시,용담2동,슈퍼 마켓,남,40대,3888680,231
제주시,연동,약국,남,50대,1586250,95
서귀포시,성산읍,약국,남,40대,617400,37
제주시,애월읍,스넥,남,30대,12482000,750
서귀포시,남원읍,기타음료식품,여,30대,199500,12
서귀포시,예래동,스넥,남,30대,3971280,239
서귀포시,예래동,슈퍼 마켓,남,40대,1075140,65
서귀포시,남원읍,스넥,남,50대,627500,38
제주시,애월읍,기념품 점,남,30대,1006800,61
제주시,애월읍,기념품 점,남,40대,1170000,71
서귀포시,예래동,스넥,남,20대,1249880,76
제주시,노형동,약국,여,40대,2249730,137
서귀포시,남원읍,슈퍼 마켓,여,40대,1311830,80
서귀포시,성산읍,스넥,남,30대,1769800,108
제주시,연동,스넥,여,40대,2019900,124
제주시,애월읍,스넥,여,30대,13436350,829
제주시,이도2동,약국,여,50대,938060,58
서귀포시,예래동,기타음료식품,여,20대,1525600,95
서귀포시,예래동,기타음료식품,여,30대,2069050,129
서귀포시,남원읍,슈퍼 마켓,남,30대,2212130,138
제주시,연동,슈퍼 마켓,여,30대,10894420,681
제주시,용담2동,스넥,남,20대,447100,28
제주시,애월읍,슈퍼 마켓,남,30대,7621420,480
서귀포시,성산읍,스넥,여,30대,1188500,75
제주시,이도2동,스넥,남,50대,1456450,92
제주시,연동,슈퍼 마켓,남,40대,10556860,672
제주시,연동,스넥,여,30대,5971600,381
서귀포시,예래동,기타음료식품,남,30대,1927750,125
제주시,삼도2동,슈퍼 마켓,여,50대,489890,32
제주시,용담2동,스넥,여,40대,351700,23
제주시,연동,스넥,남,30대,5240100,343
제주시,노형동,슈퍼 마켓,여,20대,3686490,242
서귀포시,남원읍,스포츠레져용품,남,30대,181500,12
제주시,용담2동,스넥,여,50대,165500,11
서귀포시,성산읍,스넥,여,20대,854500,57
서귀포시,남원읍,스넥,남,40대,1323000,89
서귀포시,남원읍,슈퍼 마켓,여,30대,1555700,105
제주시,애월읍,약국,남,40대,222000,15
서귀포시,성산읍,기타음료식품,남,40대,428800,29
서귀포시,예래동,스넥,여,40대,2070200,141
서귀포시,남원읍,스넥,여,40대,1027400,70
제주시,이도2동,스넥,여,50대,760200,52
제주시,연동,슈퍼 마켓,남,30대,13332020,921
제주시,애월읍,기념품 점,여,40대,562800,39
서귀포시,성산읍,기타음료식품,여,50대,245300,17
제주시,애월읍,스넥,여,20대,6888750,480
서귀포시,남원읍,슈퍼 마켓,여,20대,385870,27
제주시,용담2동,스넥,남,40대,528500,37
서귀포시,성산읍,슈퍼 마켓,여,30대,6623110,464
서귀포시,성산읍,약국,남,50대,284800,20
제주시,애월읍,기타음료식품,여,30대,155200,11
서귀포시,예래동,슈퍼 마켓,여,20대,476710,34
제주시,용담2동,슈퍼 마켓,남,30대,3614420,258
서귀포시,대륜동,슈퍼 마켓,남,30대,777290,56
제주시,삼도2동,스넥,남,40대,373800,27
제주시,이도2동,슈퍼 마켓,여,20대,4150420,301
제주시,이도2동,기타음료식품,여,40대,232730,17
서귀포시,대륜동,슈퍼 마켓,여,30대,396050,29
제주시,애월읍,기념품 점,여,30대,777300,57
서귀포시,남원읍,기념품 점,여,20대,204500,15
제주시,삼도2동,슈퍼 마켓,여,40대,870520,64
제주시,이도2동,스넥,여,40대,1526500,113
서귀포시,성산읍,슈퍼 마켓,남,30대,7326590,552
서귀포시,성산읍,의원,여,50대,132300,10
제주시,연동,약국,남,40대,1607700,122
서귀포시,성산읍,슈퍼 마켓,남,20대,2829650,215
제주시,연동,스넥,남,20대,2125900,162
제주시,연동,슈퍼 마켓,여,20대,4663900,356
제주시,노형동,슈퍼 마켓,남,20대,3051610,233
제주시,삼도2동,슈퍼 마켓,남,40대,1244050,95
제주시,연동,약국,여,40대,1332430,102
서귀포시,남원읍,스넥,여,50대,391600,30
제주시,이도2동,약국,남,40대,1463320,113
서귀포시,예래동,스넥,여,20대,1653500,128
서귀포시,성산읍,약국,여,50대,245300,19
제주시,연동,스넥,여,20대,3988800,309
서귀포시,대륜동,슈퍼 마켓,여,40대,451630,35
제주시,이도2동,기타음료식품,남,30대,447440,35
제주시,노형동,기타음료식품,남,20대,458450,36
제주시,애월읍,기타음료식품,남,40대,355900,28
제주시,노형동,스넥,여,40대,2279650,180
제주시,이도2동,스넥,남,20대,3156010,251
서귀포시,성산읍,슈퍼 마켓,여,20대,3317000,265
서귀포시,남원읍,스넥,여,30대,4024600,322
제주시,이도2동,의원,남,40대,1001100,81
서귀포시,성산읍,기타음료식품,여,20대,506600,41
제주시,삼도2동,스넥,남,20대,123000,10
제주시,이도2동,스넥,남,40대,2587410,212
제주시,애월읍,약국,여,40대,158300,13
서귀포시,예래동,슈퍼 마켓,여,30대,644680,53
제주시,노형동,스넥,남,50대,1775150,146
제주시,노형동,약국,남,40대,2056300,170
제주시,연동,약국,남,20대,805400,67
제주시,애월읍,기타음료식품,여,40대,204200,17
제주시,삼도2동,스넥,여,30대,323100,27
서귀포시,남원읍,스넥,여,20대,2135300,181
서귀포시,대륜동,슈퍼 마켓,여,20대,129230,11
제주시,연동,약국,여,30대,2337520,199
제주시,용담2동,스넥,여,30대,458000,39
서귀포시,남원읍,의원,남,40대,187100,16
제주시,연동,기타음료식품,남,30대,369400,32
서귀포시,성산읍,약국,여,40대,321000,28
제주시,삼도2동,기타음료식품,남,30대,160500,14
서귀포시,남원읍,스넥,남,30대,3118400,273
제주시,이도2동,약국,여,40대,975840,86
서귀포시,성산읍,의원,남,40대,146900,13
제주시,애월읍,기타음료식품,남,30대,293400,26
제주시,이도2동,의원,여,50대,394100,35
제주시,노형동,스넥,여,50대,866200,77
제주시,노형동,약국,여,30대,2245470,201
제주시,노형동,약국,남,30대,2052240,184
제주시,이도2동,의원,여,20대,619000,56
서귀포시,남원읍,의원,여,50대,231800,21
서귀포시,예래동,슈퍼 마켓,여,40대,318700,29
제주시,삼도2동,슈퍼 마켓,남,50대,610550,56
서귀포시,남원읍,의원,여,40대,130800,12
제주시,이도2동,스넥,남,30대,4159400,382
제주시,노형동,스넥,남,40대,3063700,282
제주시,용담2동,약국,여,40대,746510,69
제주시,용담2동,스넥,남,30대,645400,60
제주시,이도2동,기타음료식품,남,40대,322020,30
제주시,이도2동,약국,여,30대,1729370,162
제주시,용담2동,약국,남,50대,383500,36
제주시,용담2동,슈퍼 마켓,남,20대,1437560,135
제주시,연동,약국,남,30대,1876400,177
서귀포시,성산읍,기타음료식품,남,30대,762600,72
제주시,용담2동,슈퍼 마켓,여,20대,601890,57
제주시,노형동,스넥,여,30대,3899895,370
제주시,삼도2동,스넥,여,40대,200000,19
제주시,노형동,스넥,남,30대,6071930,577
서귀포시,남원읍,의원,남,50대,242000,23
서귀포시,대륜동,약국,남,50대,262200,25
서귀포시,대륜동,약국,여,50대,177400,17
제주시,삼도2동,슈퍼 마켓,여,30대,474130,46
제주시,삼도2동,스넥,남,30대,324700,32
제주시,연동,슈퍼 마켓,남,20대,3635660,359
제주시,애월읍,슈퍼 마켓,남,20대,1534560,152
서귀포시,남원읍,슈퍼 마켓,남,20대,292430,29
서귀포시,예래동,슈퍼 마켓,남,30대,937150,93
서귀포시,예래동,슈퍼 마켓,남,20대,220000,22
제주시,노형동,스넥,남,20대,3278550,329
제주시,용담2동,스넥,여,20대,168800,17
서귀포시,남원읍,스넥,남,20대,901300,91
제주시,삼도2동,슈퍼 마켓,남,20대,286090,29
서귀포시,예래동,기타음료식품,남,20대,403100,41
제주시,삼도2동,약국,여,30대,225820,23
제주시,이도2동,스넥,여,30대,4922670,502
제주시,이도2동,기타음료식품,남,20대,195150,20
서귀포시,대륜동,약국,여,40대,290600,30
제주시,노형동,스넥,여,20대,3264950,339
제주시,이도2동,스넥,여,20대,4048170,430
제주시,삼도2동,슈퍼 마켓,여,20대,376440,41
제주시,용담2동,약국,여,50대,261000,29
제주시,연동,약국,여,20대,876700,98
제주시,삼도2동,슈퍼 마켓,남,30대,955150,107
제주시,용담2동,의원,남,30대,133640,15
서귀포시,성산읍,약국,남,30대,484500,55
제주시,용담2동,약국,여,30대,1070000,125
제주시,애월읍,기타음료식품,여,20대,118900,14
서귀포시,성산읍,기타음료식품,남,20대,347900,41
제주시,이도2동,약국,남,20대,355830,42
서귀포시,성산읍,의원,남,30대,93100,11
제주시,용담2동,약국,남,40대,512100,61
제주시,노형동,약국,여,20대,805720,97
서귀포시,대륜동,약국,남,40대,473100,57
서귀포시,성산읍,약국,여,20대,218990,27
서귀포시,성산읍,약국,여,30대,377500,47
제주시,이도2동,약국,여,20대,717000,90
제주시,이도2동,약국,남,30대,1041310,134
제주시,연동,기타음료식품,여,20대,153000,20
서귀포시,남원읍,의원,여,30대,90600,12
서귀포시,대륜동,약국,여,20대,150800,20
서귀포시,대륜동,약국,여,30대,476200,64
제주시,용담2동,약국,남,30대,750600,102
제주시,삼도2동,약국,여,20대,108980,15
서귀포시,성산읍,의원,남,50대,92400,13
제주시,노형동,약국,남,20대,318900,45
서귀포시,성산읍,약국,남,20대,145400,21
제주시,용담2동,약국,남,20대,157900,23
제주시,애월읍,약국,남,30대,129500,20
제주시,용담2동,약국,여,20대,501000,78
제주시,애월읍,약국,여,30대,118200,19
제주시,이도2동,기타음료식품,여,20대,148600,24
서귀포시,남원읍,약국,남,30대,72000,12
제주시,삼도2동,약국,남,30대,155600,26
서귀포시,남원읍,약국,여,30대,62600,11
서귀포시,대륜동,약국,남,30대,287900,52
제주시,삼도2동,의원,남,30대,74600,14
제주시,연동,기타음료식품,남,20대,102900,20
제주시,애월읍,기타음료식품,남,20대,59400,13
서귀포시,대륜동,농축수산품,여,50대,25552100,87
서귀포시,대륜동,농축수산품,남,50대,23984500,106
제주시,연동,정장(여성),여,50대,4208800,21
제주시,연동,정장(여성),남,40대,6751840,37
제주시,노형동,스포츠레져용품,남,40대,4992300,29
제주시,연동,스포츠레져용품,남,40대,17584200,103
서귀포시,예래동,농축수산품,여,50대,4959000,30
제주시,이도2동,기타음료식품,남,30대,4160600,28
제주시,연동,스포츠레져용품,여,50대,8449800,57
제주시,노형동,스포츠레져용품,남,50대,2748000,19
제주시,연동,스포츠레져용품,남,30대,19657800,140
제주시,연동,농축수산품,남,40대,7439300,58
제주시,연동,스포츠레져용품,여,40대,12685700,99
제주시,연동,정장(여성),여,40대,7998200,64
서귀포시,대륜동,농축수산품,여,40대,8614000,69
제주시,연동,스포츠레져용품,남,50대,9159500,74
서귀포시,대륜동,농축수산품,남,40대,10790000,88
제주시,연동,스포츠레져용품,여,30대,12442000,102
제주시,연동,스포츠레져용품,남,20대,8428800,70
제주시,연동,정장(여성),남,30대,5105900,45
제주시,삼도2동,스포츠레져용품,남,50대,2236700,20
제주시,애월읍,스포츠레져용품,남,30대,1112500,10
제주시,노형동,안경,남,40대,1622000,15
제주시,노형동,스포츠레져용품,남,30대,1058300,10
제주시,애월읍,골프 용품,남,50대,1358000,13
제주시,삼도2동,스포츠레져용품,여,50대,3686400,36
제주시,이도2동,정장(여성),남,30대,1021000,10
제주시,연동,정장(여성),남,50대,2331200,23
제주시,연동,정장(여성),여,30대,8366700,83
